id,event,event_text,original_timestamp,timestamp,brand,category,price,f0_,quantity
ajs-next-0960823fdd634dc8d81e7007f0cddb8b,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-27 08:30:53.007000 UTC,2023-02-27 08:30:53.041000 UTC,Vega,Mani-Pedi Tools & Kits,199.0,7513226,1
ajs-next-8cac34b471afcb9d6127e2c661f8f8a7,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-19 06:49:44.300000 UTC,2023-01-19 06:49:44.559000 UTC,Hawkins & Brimble,Beard Shampoo,967.5,7531213,1
30C26C7D-21D4-4964-BEE0-356DF0BD488C,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-17 10:40:01.433000 UTC,2023-01-17 10:40:01.937000 UTC,Miss Claire,Lip Liner,48.0,7502891,1
A8D02E95-E939-4991-AD96-B784AFF4C55C,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-07 04:51:29.535000 UTC,2023-04-07 04:51:29.668000 UTC,Sirona,Razors & Cartridges,168.0,7522334,1
ajs-next-be85c74c089e85edf8bded9eff21aaf6,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-16 06:59:35.313000 UTC,2023-02-16 06:59:36.075000 UTC,Garnier,Hair Colour,42.0,7539830,1
0880ce94-49af-4ec8-8809-853721cdccfc,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-12-27 12:57:23.293000 UTC,2022-12-27 12:57:23.897000 UTC,Miss Claire,Eye Shadow,395.0,7503148,1
2c0f0624-8026-4a9d-aeb4-e37049e28f83,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-26 17:06:06.592000 UTC,2023-03-26 17:06:06.724000 UTC,Ajmal,Unisex Deodorants & Roll-Ons,628.0,7537280,1
e9896bf1-fe4e-4caa-9689-a01b973dca07,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-18 04:11:56.417000 UTC,2023-03-18 04:11:57.779000 UTC,Nivea,Body Lotions & Moisturisers,361.0,7517878,1
aa88521b-fdec-428d-a8e2-0a15804a9faa,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-12-29 18:54:00.692000 UTC,2022-12-29 18:54:02.074000 UTC,Smashbox,Blush Brush,3300.0,7541112,1
0d8beaef-01cf-47f2-ad32-e21d03f597f8,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-03 03:35:30.154000 UTC,2023-04-03 03:35:30.658000 UTC,Ikonic Professional,Hair Dryers,2185.0,7524419,1
16917f13-b9f6-4d6b-91a3-547bfa11b03b,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-03 12:52:37.091000 UTC,2023-04-03 12:52:37.533000 UTC,Berina,Hair Colour,236.0,7500326,1
06b4e81e-75da-49f1-9b10-944a08998413,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-30 04:57:12.026000 UTC,2023-03-30 04:57:13.658000 UTC,Power Gummies,Multivitamins,1200.0,7524795,1
ajs-next-b3329bbde298dd502c25826fda57a823,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-04 13:31:22.504000 UTC,2023-01-04 13:31:22.739000 UTC,Mamaearth,Hair Masks,539.1,7520766,1
ajs-next-fa243ad634adf525c1a1c13593a5dfeb,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-23 06:36:44.395000 UTC,2023-02-23 06:36:46.541000 UTC,Revlon,Hair Colour,699.0,7549564,1
ajs-next-c9ea3691fa74d743594e16fe6c3bb96d,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-24 05:16:27.726000 UTC,2023-02-24 05:16:28.751000 UTC,Beardo,Beard Cream,350.0,7546798,1
ajs-next-6ae1bc9e3c61ed0612f5d5af010fb889,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-16 06:07:56.897000 UTC,2023-01-16 06:07:56.927000 UTC,Hajamat,Shaving Gels,230.23,7522372,1
ajs-next-cccac2017dc56910de42d297866f69e9,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-10 03:01:25.023000 UTC,2023-04-10 03:03:19.523000 UTC,Babila,Mani-Pedi Tools & Kits,70.0,7546036,1
ajs-next-9fd1748594664dd768f10714b647db08,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-29 14:36:07.951000 UTC,2023-01-29 14:36:08.141000 UTC,Biotique,Hair Color,225.0,7528583,1
ajs-next-f7eff2b88b76e9b2850dc2f67fa13b25,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-07 09:42:02.334000 UTC,2023-02-07 09:42:02.335000 UTC,Colorbar,BB & CC Cream,487.5,7508535,1
ajs-next-52a3a5398eabc36362944e5ebdb142b4,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-08 08:21:19.480000 UTC,2023-02-08 08:21:19.482000 UTC,Faces Canada,Makeup Remover,187.5,7508612,1
ajs-next-1377e012d07d84ae47dba79c4fa15a64,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-20 06:06:43.366000 UTC,2023-01-20 06:06:43.399000 UTC,Pee Safe,Tampons,248.31,7518070,1
c438965f-28d6-4fbc-9e7d-bc8e7783e5ee,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-12-12 12:54:46.710000 UTC,2022-12-12 12:54:47.776000 UTC,MYGLAMM,Nail Polish Sets,531.0,7532972,1
ajs-next-3df67433a9ad07929f8af6d81f8b178a,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-10 07:34:37.835000 UTC,2023-01-10 07:34:38.253000 UTC,St.Botanica,Hair Masks,675.0,7540417,1
ajs-next-38e05414ba24fd277e150e49f0a73d2d,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-30 07:40:54.904000 UTC,2023-01-30 07:40:54.930000 UTC,Vega,Hair Combs,649.0,7508329,1
ajs-next-b232f584fab7e92ab300b0723b166935,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-12-27 22:12:53.861000 UTC,2022-12-27 22:12:56.081000 UTC,Insight Cosmetics,Nail Polish Remover,40.5,7512592,1
30787cab-87d7-4609-9e3e-af298c1dd4ce,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-18 05:59:19.391000 UTC,2023-01-18 05:59:19.824000 UTC,St.Botanica,Hair Masks,549.0,7540375,1
84CCBC35-4EBD-4874-9105-E994FBB92F9F,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-16 12:00:18.537000 UTC,2023-01-16 12:00:20.826000 UTC,Garnier,Hair Color,29.0,7505256,1
5e3305af-34fd-4a05-bcf1-4c590a3d8ba3,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-02 11:49:04.131000 UTC,2023-01-02 11:49:06.049000 UTC,Wet n Wild,Sponges & Applicators,509.0,7530242,1
ecf9cfd1-8b31-40e5-a686-6cf86335a25a,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-02 11:48:19.758000 UTC,2023-01-02 11:48:21.687000 UTC,Plum,Massage Oil,467.0,7500934,1
17e55e3f-556a-425b-a585-c80d431f3e78,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-12-30 12:12:53.105000 UTC,2022-12-30 12:12:55.426000 UTC,Bobbi Brown,Lip Gloss,1990.0,7501883,1
ajs-next-2368024ba5ab9dee363d0bf592b30589,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-27 06:18:40.056000 UTC,2023-02-27 06:18:40.100000 UTC,mCaffeine,Scrubs & Exfoliators,325.0,7505192,1
7528FAD7-1521-4FFC-AF23-CBAC728F131C,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-04 05:08:57.822000 UTC,2023-04-04 05:08:57.976000 UTC,Re'equil,BB & CC Creams,550.0,7556602,1
F2D09ED9-E3A7-4AD0-9A7F-B5DBEF3033D3,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-17 10:44:04.541000 UTC,2023-01-17 10:44:05.051000 UTC,Lifebuoy,Hand Sanitizers,95.0,7527442,1
6E5F8698-D2D1-42C5-B3B1-A3C96F8524FA,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-06 06:07:12.181000 UTC,2023-04-06 06:07:12.555000 UTC,Biolage,Hair Mask,350.0,7555470,1
B48CD228-5E2B-452B-A9BF-D4814C6A4764,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-12-28 07:11:46.971000 UTC,2022-12-28 07:11:47.171000 UTC,Arata,Hair Creams,899.0,7520452,1
ajs-next-3963b55c0163d620253bceaa887baa24,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-08 08:17:28.406000 UTC,2023-04-08 08:17:29.062000 UTC,Vega,Hair Brushes,382.0,7508003,1
6042457F-663D-47C9-B561-ACFC678F965E,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-13 15:49:52.477000 UTC,2023-02-13 15:49:52.898000 UTC,GUBB,Hair Accessories,65.0,7520396,1
3ed36031-cf53-42c1-852f-3f35a1d9acb4,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-02 20:39:06.274000 UTC,2023-04-02 20:39:07.554000 UTC,Makeup Revolution,Eye Palettes,1529.0,7512094,1
742d8ac5-176b-4fe6-b1c3-5ed8e92a7514,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-23 14:17:35.872000 UTC,2023-03-23 14:17:37.361000 UTC,Plum,Eye Creams & Serums,925.0,7531706,1
6cc1eaca-e134-47e4-b12c-dbf67effbbd7,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-23 05:25:36.901000 UTC,2023-03-23 05:25:37.296000 UTC,CLINIQUE,Makeup Remover,3400.0,7542992,1
ce878542-ef66-4068-9322-5c9122369701,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-28 13:01:52.069000 UTC,2023-03-28 13:01:54.255000 UTC,Vaseline,Body Lotions & Moisturisers,105.0,7527784,1
76BD16A8-3E6A-484E-A0BC-AB0A34CFE44F,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-09 17:01:18.771000 UTC,2023-04-09 17:01:18.911000 UTC,PAC,Face Brush,481.0,7541865,1
3639c1aa-47ce-42c9-bc6a-1863d7f47171,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-12-29 07:44:06.479000 UTC,2022-12-29 07:44:07.433000 UTC,Vega,Brush Sets,15999.0,7512297,1
77593A16-3A5E-43C9-94A0-4EDECEE715EE,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-22 17:17:05.283000 UTC,2023-03-22 17:17:06.487000 UTC,Swisse,Omega 3 & Fish Oil,1399.0,7546916,1
291a81e1-d51b-4719-9756-5dca663d739d,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-03 08:22:30.779000 UTC,2023-04-03 08:22:31.273000 UTC,O3+,Facial Kits,830.0,7547417,1
ajs-next-9da984747c084df8e41f2c279614994f,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-12-28 13:07:44.343000 UTC,2022-12-28 13:07:44.526000 UTC,Oshea Herbals,Essential Oil,595.0,7539557,1
ajs-next-91df2aa27d9dfd0029343c7c746a104f,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-12-28 16:12:22.887000 UTC,2022-12-28 16:12:23.060000 UTC,Wet n Wild,Sponges & Applicators,509.15,7530242,1
09a072c5-9437-472c-857b-2e27e40792e1,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-08-24 09:56:39.069000 UTC,2022-08-24 09:56:39.938000 UTC,Miss Claire,Lip Liner,65.0,7501844,1
ajs-next-3d1b0cddd064734baf7453076e7c871c,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-06 06:10:55.593000 UTC,2023-03-06 06:10:55.857000 UTC,Babila,Hair Brushes,55.0,7507826,1
ajs-next-d2a6dfe73db70cfba475ab61f00f2d22,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-17 09:12:51.995000 UTC,2023-01-17 09:12:52.589000 UTC,ZM Zayn & Myza,Scrubs & Exfoliators,185.0,7540704,1
ajs-next-ea5ad396f3c24bdb0f1c9f081254b0fb,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-19 08:29:48.030000 UTC,2023-03-19 08:29:48.249000 UTC,Vega,Hair Brushes,179.0,7508275,1
ajs-next-0725fc355bcf0b7fdc7042f1f83b15f3,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-24 15:59:48.994000 UTC,2023-02-24 15:59:49.223000 UTC,Too Faced,Eye Palettes,4900.0,7533391,1
ajs-next-6af2881d12d46dcc0da256ccf5be204e,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-05 13:18:28.024000 UTC,2023-04-05 13:18:28.284000 UTC,Dyson,Rollers & Curlers,45900.0,7549099,1
ajs-next-c79084fb03f0c1fa9a736c6e5b6178e2,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-05 12:18:35.614000 UTC,2023-04-05 12:18:35.875000 UTC,KAMA Ayurveda,Scrubs & Exfoliators,1795.0,7549369,1
ac010f8a-9fbe-4246-8ff3-d38717b9856d,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-05 12:04:50.177000 UTC,2023-04-05 12:04:18.479000 UTC,Bobbi Brown,Highlighters,2150.0,7502800,1
ajs-next-76171beea0b8f8d21aaebce831e1993d,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-25 16:18:07.549000 UTC,2023-03-25 16:18:08.039000 UTC,MARS,Eyebrow Enhancer,149.0,7548494,1
ajs-next-41fd1e567edda04bbcacc3a0c09435dd,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-08 12:31:52.807000 UTC,2023-02-08 12:31:53.402000 UTC,Garnier,Hair Color,42.0,7539830,1
12e2b717-f502-466c-8ce6-b17f59379909,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-04 18:01:55.774000 UTC,2023-04-04 18:01:57.293000 UTC,Ajmal,Mens Deodorants & Roll-Ons,478.0,7518439,1
ajs-next-8bd42c9164dd3a254d523e1c310e1656,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-12-27 15:16:58.092000 UTC,2022-12-27 15:16:58.613000 UTC,ASA beauty,Lip Stain,1700.0,7532979,1
f04bf159-f895-45ba-8a64-02565a8e316c,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-09-14 05:20:08.918000 UTC,2022-09-14 05:20:09.014000 UTC,Colorbar,Eye Brush,850.0,7502071,1
59c32483-3a34-4962-8f79-5c65e91735cd,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-02 11:55:16.255000 UTC,2023-01-02 11:55:18.180000 UTC,Garnier,Hair Color,42.0,7539830,1
ajs-next-f1716739ec7af3ca59b121e3be2107c2,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-27 10:26:10.844000 UTC,2023-02-27 10:26:12.667000 UTC,Dove,Hand Wash,166.83,7537482,1
fb702c75-6c4d-4e10-b3ea-07c3d695cf6b,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-06 06:34:50.047000 UTC,2023-04-06 06:34:51.924000 UTC,mCaffeine,Eye Masks,695.0,7552796,1
61B55A10-9C71-4DCE-BD74-3357426BFA91,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-10 06:02:19.741000 UTC,2023-02-10 06:02:19.898000 UTC,SUGAR Cosmetics,Eye Cream & Serums,399.0,7531731,1
077314AC-53E8-4578-8FAB-49D7ECA965F6,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-07 13:02:15.805000 UTC,2023-04-07 13:02:15.942000 UTC,Daily Life Forever52,Setting Spray,449.0,7528996,1
bb1c35a0-6f74-40c9-9ed7-6dcfeffe8d0f,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-22 21:16:15.454000 UTC,2023-02-22 21:16:15.917000 UTC,O3+,Facial Kits,830.0,7547417,1
E2CEA1DC-9EFF-43D9-9087-4DD433E02A84,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-06 18:04:15.792000 UTC,2023-04-06 18:04:15.937000 UTC,L'Oreal Paris,Eye Creams & Serums,764.0,7546854,1
6F0A4AE9-11CB-4FE4-AA42-112F14CB5EB5,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-12-29 04:36:09.134000 UTC,2022-12-29 04:36:09.297000 UTC,Plum,Body Scrubs & Exfoliants,467.0,7527295,1
30D9D43F-2A0D-4DBD-BA05-EC26B6812355,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-04 03:19:21.991000 UTC,2023-03-04 03:19:22.457000 UTC,mCaffeine,Eye Creams & Serums,500.0,7532286,1
acd98676-a7ed-4ec3-b8f2-fe7291beb5fe,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-23 05:40:32.286000 UTC,2023-03-23 05:40:39.212000 UTC,ManSure,All Other Supplements,2324.0,7549837,1
ajs-next-16538f840653660567742124a757ab0f,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-09 06:41:11.765000 UTC,2023-01-09 06:41:13.154000 UTC,BIOSOFT,Body Lotions & Moisturizers,250.0,7540322,1
ajs-next-1443b3b83a5c7a94b4b78a7e85dc375c,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-06 15:17:31.072000 UTC,2023-04-06 15:17:31.208000 UTC,Beardo,Shower Gels & Body Wash,222.0,7535930,1
2bc15073-c634-40c6-808f-f324c61e4690,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-04 14:44:22.965000 UTC,2023-01-04 14:44:23.592000 UTC,Garnier,Hair Color,29.0,7505088,1
ajs-next-ae8cf025f630efadf99c3726986a1e57,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-17 10:59:34.749000 UTC,2023-03-17 10:59:35.846000 UTC,Lakme,Eye Palettes,796.0,7539254,1
ajs-next-bec9a4a473411cb413d992b98f27bf23,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-05 04:02:29.251000 UTC,2023-04-05 04:02:29.170000 UTC,Nivea,Body Lotions & Moisturisers,269.0,7517760,1
39af04ac-9fad-47e6-bb29-d0e5113e881a,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-04 18:01:53.892000 UTC,2023-04-04 18:01:55.578000 UTC,Ajmal,Unisex Deodorants & Roll-Ons,478.0,7537281,1
03512B6E-2AC9-4EFD-8F45-26BE8305FC03,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-12-31 06:29:56.962000 UTC,2022-12-31 06:29:57.324000 UTC,L.A. Colors,Setting Spray,330.0,7530429,1
ajs-next-0d5462449ab4b134660280fb03d43093,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-30 09:34:12.841000 UTC,2023-01-30 09:34:12.865000 UTC,Innisfree,Hand Creams,300.0,7522732,1
eea4f0f3-8f54-40ed-baa3-18e4403a2411,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-07 11:56:47.775000 UTC,2023-04-07 11:56:48.258000 UTC,Dyson,Rollers & Curlers,45900.0,7549099,1
ajs-next-57575ac17175948d8e49f93af5e55662,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-19 09:06:31.745000 UTC,2023-02-19 09:06:32.406000 UTC,MARS,Eye Shadow,299.0,7548498,1
ajs-next-8ee324970930c7ffda179765c44d0024,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-12-27 15:17:02.763000 UTC,2022-12-27 15:17:02.950000 UTC,Miss Rose,Lip Gloss,369.0,7513584,1
02855c61-403e-4c47-b2da-600864380403,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-07 04:10:28.251000 UTC,2023-03-07 04:10:28.715000 UTC,Bare Anatomy,Hair Mask,573.0,7536194,1
84E0C5CC-33C0-459B-97D3-00E1CB10213B,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-28 04:08:22.659000 UTC,2023-03-28 04:08:23.186000 UTC,ETUDE HOUSE,Eyebrow Enhancer,260.0,7543191,1
acdb9ba6-a234-496f-96bd-57b50692e790,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-25 11:57:37.094000 UTC,2023-03-25 11:57:39.733000 UTC,Plum,Body Butters,525.0,7535959,1
4139c1bb-a893-4daa-b6f5-a9aec85beff9,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-08-09 09:12:45.851000 UTC,2022-08-09 09:12:47.465000 UTC,Berina,Hair Dryers,2399.0,7500011,1
253e0f80-2361-4109-bd36-c4388a3ce4f5,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-24 08:15:03.219000 UTC,2023-03-24 08:15:03.623000 UTC,Makeup Revolution,Eye Palettes,2350.0,7511990,1
3db199e7-e8e7-471b-b5d9-b481440bc9b6,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-06 06:35:59.585000 UTC,2023-04-06 06:36:01.474000 UTC,The Natural Wash,BB & CC Creams,286.0,7504154,1
A0B6197D-8A04-4A64-8381-1861E4566EB7,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-17 10:40:24.736000 UTC,2023-01-17 10:40:25.243000 UTC,Arata,Hair Creams,959.0,7520452,1
ajs-next-b31f3f187e2be097163531750a30e8db,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-05 09:23:28.881000 UTC,2023-02-05 09:23:28.888000 UTC,Keya Seth Aromatherapy,Facial Kits,300.0,7522895,1
BC26EAF5-7CDF-4DDC-8A5D-5EFA7936DA34,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-08 03:24:10.354000 UTC,2023-04-08 03:24:10.869000 UTC,Blue Heaven,Makeup Remover,52.0,7537632,1
DBF202EF-5A26-4B74-966A-6BA60D1041C3,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2022-12-27 19:40:36.388000 UTC,2022-12-27 19:40:36.665000 UTC,18.21 Man Made,Gels & Waxes,3000.0,7532388,1
6C9BBDF5-347D-4103-B5CC-312FC9C5A0A0,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-13 15:49:29.331000 UTC,2023-02-13 15:49:29.742000 UTC,GUBB,Hair Accessories,65.0,7520396,1
0c0bef81-a363-4eea-93f4-08174ff64bdc,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-23 06:02:55.377000 UTC,2023-03-23 06:02:57.700000 UTC,Plum,Body Butters,393.0,7535972,1
d004e5ca-2118-41a9-ac12-0da7cb370d45,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-23 08:32:49.341000 UTC,2023-03-23 08:32:49.886000 UTC,Organic India,All Other Supplements,225.0,7548406,1
d9e81aec-75f6-4ad7-ab01-b27a15917175,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-04 10:45:54.187000 UTC,2023-01-04 10:45:54.805000 UTC,Arata,Gift Sets,1159.0,7523261,1
D2801398-634D-479D-8746-FFAC99FBA8ED,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-21 10:43:04.961000 UTC,2023-03-21 10:43:05.294000 UTC,Too Faced,Lip Plumper,2450.0,7533453,1
ajs-next-5b308d7516b013d2df935f451a597099,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-22 16:37:37.727000 UTC,2023-02-22 16:37:37.761000 UTC,KAYA,Mist,472.0,7531981,1
ajs-next-bc9666cd3f48c6567939b09eff3cbf98,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-26 06:18:26.140000 UTC,2023-03-26 06:18:26.470000 UTC,EMBARK,Womens Deodorants & Roll-Ons,244.0,7506446,1
f6bec570-91c7-4cc4-9d08-dfa3692a6381,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-05 06:14:01.524000 UTC,2023-04-05 06:14:01.676000 UTC,MyGlamm,Hand Sanitizers,55.0,7507176,1
dac4cfe9-a370-43f0-afd5-e4fe9caf2ccd,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-01 16:03:24.294000 UTC,2023-01-01 16:03:24.913000 UTC,Plum,Candles,629.0,7536006,1
43c64a3d-6af1-4ba5-866e-9849a6991bed,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-22 18:55:31.452000 UTC,2023-03-22 18:55:31.914000 UTC,LANEIGE,Lip Masks,600.0,7552010,1
8b946bbb-8dd0-4326-b9a1-adc36614ccfe,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-22 17:18:38.647000 UTC,2023-03-22 17:18:39.762000 UTC,Bobbi Brown,Highlighters,2150.0,7502800,1
3c23411b-19b6-4b5a-8216-280641639e8b,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-04 15:32:05.585000 UTC,2023-04-04 15:32:06.195000 UTC,Smashbox,Highlighters,2990.0,7552809,1
ajs-next-f7f441faff78ac5870050acc745dc916,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-10 08:14:48.816000 UTC,2023-01-10 08:14:49.077000 UTC,The Man Company,Nutritional Supplements,1298.0,7536258,1
ajs-next-81d454168b1643a77040a9abc0fbf238,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-10 07:55:40.763000 UTC,2023-01-10 07:55:41.160000 UTC,Hunter 1114,Hair Stylings,1050.0,7535240,1
2ff13335-6f1b-4be9-9d2b-9735a83df748,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-14 10:04:02.024000 UTC,2023-02-14 10:04:02.580000 UTC,Insight Cosmetics,Highlighters,105.0,7511278,1
da241584-68ca-441d-8c99-db098cd96def,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-07 10:33:44.917000 UTC,2023-04-07 10:33:46.276000 UTC,Lotus,Body Lotions & Moisturisers,285.0,7527528,1
0cefe89d-a29c-4c71-830a-987761a8d2fa,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-07 07:01:12.546000 UTC,2023-04-07 07:01:14.829000 UTC,GUBB,Foot Cares,185.0,7517564,1
03fd74ec-6a8b-4a5c-ac5e-a9514f16d036,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-08 12:59:23.922000 UTC,2023-03-08 12:59:25.418000 UTC,Dot & Key,Lip Scrubs,322.0,7522687,1
241a42f8-ea08-4bef-8321-90dcdb47dba1,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-01-18 11:25:56.501000 UTC,2023-01-18 11:25:57.136000 UTC,mCaffeine,Hair Masks,563.0,7528770,1
101f611c-f785-4f5b-baba-ceaeb157cc74,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-09 13:17:39.163000 UTC,2023-03-09 13:17:39.764000 UTC,mCaffeine,Massage Tool,1403.0,7500027,1
CD779488-FFAA-43A5-A75C-03CFBF1B80A3,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-04-05 10:08:28.932000 UTC,2023-04-05 10:08:29.099000 UTC,Blue Heaven,Eye Shadow,187.0,7537706,1
ajs-next-ee1d9ce0c73599bc427878a169d59cab,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-27 08:31:55.241000 UTC,2023-02-27 08:31:55.276000 UTC,KAYA,Face Wipes,104.0,7531969,1
92BF637D-D149-449E-ACB3-E4D76D21E728,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-02-08 06:07:00.684000 UTC,2023-02-08 06:07:01.030000 UTC,Innisfree,Hand & Foot Masks,190.0,7534202,1
968d9ad0-741b-45e4-8559-7d4bdf0c5e7c,wishlist_product_added_to_cart,Wishlist Product Added to Cart,2023-03-10 14:58:53.500000 UTC,2023-03-10 14:58:54.513000 UTC,Bobbi Brown,Highlighters,2150.0,7502800,1
